survey_response_id,respondent_role,student_id,item_id,answer_code,week_no
srv_01005,student,stu_0092,q_start_vs_persist,both,0
srv_01006,student,stu_0092,q_phone_reason,social,0
srv_01007,student,stu_0092,q_reward,break,0
srv_01008,student,stu_0092,q_anxiety,freeze,0
srv_01009,parent,stu_0092,qp_strength,curious,0
srv_01010,parent,stu_0092,qp_hard_subject,fizik,0
srv_01011,parent,stu_0092,qp_home_routine,quiet_desk,0
srv_01012,parent,stu_0092,qp_what_works,reward,0
srv_01013,student,stu_0092,q_week_dropout_point,phone,2
srv_01014,student,stu_0093,q_chrono,evening,0
srv_01015,student,stu_0093,q_start_vs_persist,both,0
srv_01016,student,stu_0093,q_phone_reason,boredom,0
srv_01017,student,stu_0093,q_reward,points,0
srv_01018,student,stu_0093,q_anxiety,ask_help,0
srv_01019,parent,stu_0093,qp_strength,creative,0
srv_01020,parent,stu_0093,qp_hard_subject,fizik,0
srv_01021,parent,stu_0093,qp_home_routine,shared_room,0
srv_01022,parent,stu_0093,qp_what_works,short_blocks,0
srv_01023,student,stu_0093,q_week_dropout_point,middle,4
srv_01024,student,stu_0094,q_chrono,morning,0
srv_01025,student,stu_0094,q_start_vs_persist,both,0
srv_01026,student,stu_0094,q_phone_reason,game,0
srv_01027,student,stu_0094,q_reward,break,0
srv_01028,student,stu_0094,q_anxiety,rush,0
srv_01029,parent,stu_0094,qp_strength,social,0
srv_01030,parent,stu_0094,qp_hard_subject,fen,0
srv_01031,parent,stu_0094,qp_home_routine,noisy,0
srv_01032,parent,stu_0094,qp_what_works,together_start,0
srv_01033,student,stu_0094,q_week_dropout_point,middle,1
srv_01034,student,stu_0094,q_week_dropout_point,night,2
srv_01035,student,stu_0094,q_week_dropout_point,phone,3
srv_01036,student,stu_0095,q_chrono,morning,0
srv_01037,student,stu_0095,q_start_vs_persist,both,0
srv_01038,student,stu_0095,q_phone_reason,boredom,0
srv_01039,student,stu_0095,q_reward,parent_praise,0
srv_01040,student,stu_0095,q_anxiety,ask_help,0
srv_01041,parent,stu_0095,qp_strength,disciplined,0
srv_01042,parent,stu_0095,qp_hard_subject,tarih,0
srv_01043,parent,stu_0095,qp_home_routine,quiet_desk,0
srv_01044,parent,stu_0095,qp_what_works,together_start,0
srv_01045,student,stu_0095,q_week_dropout_point,anxiety,1
srv_01046,student,stu_0095,q_week_dropout_point,night,2
srv_01047,student,stu_0095,q_week_dropout_point,phone,3
srv_01048,student,stu_0095,q_week_dropout_point,start,4
srv_01049,student,stu_0096,q_chrono,morning,0
srv_01050,student,stu_0096,q_start_vs_persist,persist_harder,0
srv_01051,student,stu_0096,q_phone_reason,video,0
srv_01052,student,stu_0096,q_reward,parent_praise,0
srv_01053,student,stu_0096,q_anxiety,ask_help,0
srv_01054,parent,stu_0096,qp_strength,social,0
srv_01055,parent,stu_0096,qp_hard_subject,kimya,0
srv_01056,parent,stu_0096,qp_home_routine,shared_room,0
srv_01057,parent,stu_0096,qp_what_works,together_start,0
srv_01058,student,stu_0096,q_week_dropout_point,night,1
srv_01059,student,stu_0096,q_week_dropout_point,anxiety,3
srv_01060,student,stu_0097,q_chrono,morning,0
srv_01061,student,stu_0097,q_start_vs_persist,both,0
srv_01062,student,stu_0097,q_phone_reason,social,0
srv_01063,student,stu_0097,q_reward,goal_progress,0
srv_01064,student,stu_0097,q_anxiety,freeze,0
srv_01065,parent,stu_0097,qp_strength,social,0
srv_01066,parent,stu_0097,qp_hard_subject,kimya,0
srv_01067,parent,stu_0097,qp_home_routine,library,0
srv_01068,parent,stu_0097,qp_what_works,together_start,0
srv_01069,student,stu_0097,q_week_dropout_point,start,1
srv_01070,student,stu_0097,q_week_dropout_point,phone,2
srv_01071,student,stu_0097,q_week_dropout_point,middle,4
srv_01072,student,stu_0098,q_chrono,morning,0
srv_01073,student,stu_0098,q_start_vs_persist,persist_harder,0
srv_01074,student,stu_0098,q_phone_reason,game,0
srv_01075,student,stu_0098,q_reward,parent_praise,0
srv_01076,student,stu_0098,q_anxiety,freeze,0
srv_01077,parent,stu_0098,qp_strength,social,0
srv_01078,parent,stu_0098,qp_hard_subject,ingilizce,0
srv_01079,parent,stu_0098,qp_home_routine,shared_room,0
srv_01080,parent,stu_0098,qp_what_works,timer,0
srv_01081,student,stu_0099,q_chrono,evening,0
srv_01082,student,stu_0099,q_start_vs_persist,both,0
srv_01083,student,stu_0099,q_phone_reason,video,0
srv_01084,student,stu_0099,q_reward,goal_progress,0
srv_01085,student,stu_0099,q_anxiety,rush,0
srv_01086,parent,stu_0099,qp_strength,curious,0
srv_01087,parent,stu_0099,qp_hard_subject,matematik,0
srv_01088,parent,stu_0099,qp_home_routine,library,0
srv_01089,parent,stu_0099,qp_what_works,timer,0
srv_01090,student,stu_0099,q_week_dropout_point,start,1
srv_01091,student,stu_0099,q_week_dropout_point,middle,4
srv_01092,student,stu_0100,q_chrono,mixed,0
srv_01093,student,stu_0100,q_start_vs_persist,both,0
srv_01094,student,stu_0100,q_phone_reason,game,0
srv_01095,student,stu_0100,q_reward,parent_praise,0
srv_01096,student,stu_0100,q_anxiety,avoid,0
srv_01097,parent,stu_0100,qp_strength,social,0
srv_01098,parent,stu_0100,qp_hard_subject,turkce,0
srv_01099,parent,stu_0100,qp_home_routine,quiet_desk,0
srv_01100,parent,stu_0100,qp_what_works,together_start,0
